Fold,Subject,UDE,RF,Ridge,LSTM
1,u_wesad_002.csv,0.021506744596034626,0.0006867515301665384,0.0007078580644200102,0.0007096653503736541
2,u_wesad_003.csv,0.01718848339890833,0.000420012043580589,0.0004036520714233256,0.00042398871527350273
3,u_wesad_004.csv,0.017303855602933557,0.00041415947985426775,0.00042014204351830184,0.0004135796870613213
