diffusion_coeff,variance_reduction,mean_stress_reduction
0.05,7.706506102711666,0.9319549181424608
0.1,14.866741806135325,1.7859276142291536
0.2,31.722481551313297,21.23474200078106
0.3,37.2418590016416,4.260364457188916
0.5,50.21136004691519,22.582540300857612
0.7,49.1824182571308,1.8555665172347322
1.0,37.63620091547371,-5.57828749482946
